timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T09:47:39.975833,gemini-3-flash-preview,set1,Bursitis of shoulder,Bursitis of shoulder (disorder),disorder,Fully defined,Bursitis (disorder)|Disorder of shoulder (disorder),Inflammatory disorder (disorder)|Soft tissue lesion (disorder)|Disorder of upper limb (disorder)|Shoulder region finding (finding),Subacromial bursitis (disorder)|Subcoracoid bursitis (disorder)|Subdeltoid bursitis (disorder)|Subscapular bursitis (disorder),Bursitis of elbow (disorder)|Bursitis of foot (disorder)|Bursitis of hand (disorder)|Bursitis of hip (disorder)|Bursitis of knee (disorder)|Adhesive capsulitis of shoulder (disorder)|Rotator cuff syndrome (disorder)|Impingement syndrome of shoulder (disorder)
2026-03-05T09:47:45.328498,gemini-3-flash-preview,set1,Laboratory oven,Laboratory oven (physical object),physical object,Primitive,Laboratory equipment (physical object)|Heating device (physical object),Laboratory device (physical object)|Device (physical object),Convection laboratory oven (physical object)|Vacuum laboratory oven (physical object),Laboratory incubator (physical object)|Laboratory refrigerator (physical object)|Centrifuge (physical object)|Laboratory mixer (physical object)|Heat pack (physical object)
2026-03-05T09:47:56.592575,gemini-3-flash-preview,set1,Assessment using physical function intensive care unit test,Assessment using physical function intensive care unit test (procedure),procedure,Primitive,Critical care assessment (procedure)|Physical function assessment (procedure),Clinical examination (procedure)|Evaluation procedure (procedure)|Functional assessment (procedure),(none),Assessment using Chelsea Critical Care Physical Assessment tool (procedure)|Assessment using Acute Physiology and Chronic Health Evaluation score (procedure)|Assessment using Barthel index of activities of daily living (procedure)|Assessment using Motor Assessment Scale (procedure)|Assessment using Sequential Organ Failure Assessment score (procedure)|Assessment using Therapeutic Intervention Scoring System (procedure)
2026-03-05T09:48:10.022206,gemini-3-flash-preview,set1,Oral dyskinesia,Oral dyskinesia (disorder),disorder,Primitive,Orofacial dyskinesia (disorder),Dyskinesia (disorder)|Disorder of face (disorder),None,Buccolingual dyskinesia (disorder)|Facial dyskinesia (disorder)|Tardive orofacial dyskinesia (disorder)
2026-03-05T09:48:23.971676,gemini-3-flash-preview,set1,Family Ranidae,Family Ranidae (organism),organism,Primitive,Order Anura (organism),Class Amphibia (organism),Genus Lithobates (organism)|Genus Rana (organism),Family Bufonidae (organism)|Family Hylidae (organism)|Family Pelobatidae (organism)|Family Pipidae (organism)
2026-03-05T09:48:37.295625,gemini-3-flash-preview,set1,Acute postthoracotomy pain syndrome,Acute postthoracotomy pain syndrome (disorder),disorder,Fully defined,Acute postprocedural pain (disorder)|Postthoracotomy pain syndrome (disorder),Acute pain (disorder)|Postprocedural pain (disorder)|Pain of thorax (finding),None,Acute post-mastectomy pain (disorder)|Acute post-sternotomy pain (disorder)|Chronic postthoracotomy pain syndrome (disorder)
2026-03-05T09:48:49.973844,gemini-3-flash-preview,set1,Trapezius flap,Trapezius flap (procedure),procedure,Primitive,Muscle flap (procedure),Flap (procedure),Transverse trapezius flap (procedure)|Vertical trapezius flap (procedure),Latissimus dorsi flap (procedure)|Pectoralis major muscle flap (procedure)|Rectus abdominis muscle flap (procedure)|Gracilis muscle flap (procedure)|Temporalis muscle flap (procedure)
2026-03-05T09:49:00.201284,gemini-3-flash-preview,set1,Fetal movements palpated by healthcare professional,Fetal movements palpated by healthcare professional (finding),finding,Primitive,Fetal movements (finding)|Palpation finding (finding),Fetal signs and symptoms (finding)|Examination finding (finding)|Clinical history and observation finding (finding),None,Absent fetal movements (finding)|Decreased fetal movements (finding)|Fetal movements felt (finding)|Fetal movements not felt (finding)|Cardiac palpation finding (finding)|Muscle palpation finding (finding)|Organ palpation finding (finding)
2026-03-05T09:49:10.271377,gemini-3-flash-preview,set1,Product containing only sodium thiosulfate in parenteral dose form,Product containing only sodium thiosulfate in parenteral dose form (medicinal product form),medicinal product form,Fully defined,Product containing only sodium thiosulfate (medicinal product)|Parenteral dose form product (medicinal product form),Product containing sodium thiosulfate (medicinal product)|Medicinal product (product)|Medicinal product form (product),Sodium thiosulfate 250 mg/mL injection (product)|Sodium thiosulfate 100 mg/mL injection (product)|Sodium thiosulfate 12.5 g/50 mL injection (product),Product containing only sodium thiosulfate in cutaneous dose form (medicinal product form)|Product containing only lidocaine in parenteral dose form (medicinal product form)|Product containing only morphine in parenteral dose form (medicinal product form)|Product containing only furosemide in parenteral dose form (medicinal product form)
2026-03-05T09:49:19.822995,gemini-3-flash-preview,set1,Zamia,Zamia (organism),organism,Primitive,Family Zamiaceae (organism),Order Cycadales (organism),Zamia furfuracea (organism)|Zamia pumila (organism),Ceratozamia (organism)|Dioon (organism)|Encephalartos (organism)|Lepidozamia (organism)|Macrozamia (organism)|Microcycas (organism)
2026-03-05T09:49:26.933690,gemini-3-flash-preview,set1,Provision of removable artificial eye,Provision of removable artificial eye (procedure),procedure,Primitive,Provision of artificial eye (procedure),Provision of prosthesis (procedure),None,Provision of non-removable artificial eye (procedure)
2026-03-05T09:49:39.533548,gemini-3-flash-preview,set1,Hypokinesis of myocardium of anterolateral region of left ventricle,Hypokinesis of myocardium of anterolateral region of left ventricle (finding),(finding),Fully defined,Hypokinesis of myocardium of left ventricle (finding)|Myocardial hypokinesis of anterolateral region of heart (finding),Myocardial hypokinesis (finding)|Ventricular hypokinesis (finding)|Regional myocardial hypokinesis (finding),(none),Hypokinesis of myocardium of anterior region of left ventricle (finding)|Hypokinesis of myocardium of apical region of left ventricle (finding)|Hypokinesis of myocardium of basal region of left ventricle (finding)|Hypokinesis of myocardium of inferior region of left ventricle (finding)|Hypokinesis of myocardium of lateral region of left ventricle (finding)|Hypokinesis of myocardium of posterior region of left ventricle (finding)|Hypokinesis of myocardium of septal region of left ventricle (finding)
2026-03-05T09:49:59.976221,gemini-3-flash-preview,set1,CV20,Acupuncture point CV20 (body structure),body structure,Primitive,Acupuncture point of conception vessel (body structure),Acupuncture point (body structure),None,Acupuncture point CV1 (body structure)|Acupuncture point CV2 (body structure)|Acupuncture point CV3 (body structure)|Acupuncture point CV4 (body structure)|Acupuncture point CV5 (body structure)|Acupuncture point CV6 (body structure)|Acupuncture point CV7 (body structure)|Acupuncture point CV8 (body structure)|Acupuncture point CV9 (body structure)|Acupuncture point CV10 (body structure)|Acupuncture point CV11 (body structure)|Acupuncture point CV12 (body structure)|Acupuncture point CV13 (body structure)|Acupuncture point CV14 (body structure)|Acupuncture point CV15 (body structure)|Acupuncture point CV16 (body structure)|Acupuncture point CV17 (body structure)|Acupuncture point CV18 (body structure)|Acupuncture point CV19 (body structure)|Acupuncture point CV21 (body structure)|Acupuncture point CV22 (body structure)|Acupuncture point CV23 (body structure)|Acupuncture point CV24 (body structure)
2026-03-05T09:50:10.752976,gemini-3-flash-preview,set1,Primary malignant neoplasm of intrathoracic organs,Primary malignant neoplasm of intrathoracic organs (disorder),disorder,Primitive,Malignant neoplasm of intrathoracic organs (disorder)|Primary malignant neoplasm of thorax (disorder),Intrathoracic neoplasm (disorder)|Malignant neoplasm of thorax (disorder)|Primary malignant neoplasm (disorder),Primary malignant neoplasm of heart (disorder)|Primary malignant neoplasm of lung (disorder)|Primary malignant neoplasm of thymus (disorder)|Primary malignant neoplasm of pleura (disorder)|Primary malignant neoplasm of mediastinum (disorder)|Primary malignant neoplasm of pericardium (disorder),Secondary malignant neoplasm of intrathoracic organs (disorder)|Primary malignant neoplasm of chest wall (disorder)
2026-03-05T09:50:21.423148,gemini-3-flash-preview,set1,Salmonella IIIb 38:(k):z54,Salmonella IIIb 38:(k):z54 (organism),organism,Primitive,Salmonella enterica subspecies diarizonae (organism),Salmonella enterica (organism),None,"Salmonella enterica subspecies diarizonae serotype 47:i:z (organism)|Salmonella enterica subspecies diarizonae serotype 48:i:z (organism)|Salmonella enterica subspecies diarizonae serotype 50:k:z (organism)|Salmonella enterica subspecies diarizonae serotype 61:k:z (organism)|Salmonella enterica subspecies diarizonae serotype 61:l,v:z (organism)"
2026-03-05T09:50:34.031252,gemini-3-flash-preview,set1,Purpura simplex,Purpura simplex (disorder),disorder,Primitive,Purpura (disorder),Bleeding disorder (disorder)|Hemorrhage of skin (disorder),(none),Henoch-Schönlein purpura (disorder)|Senile purpura (disorder)|Purpura fulminans (disorder)|Factitial purpura (disorder)|Psychogenic purpura (disorder)|Orthostatic purpura (disorder)|Purpura annularis telangiectodes (disorder)
2026-03-05T09:50:45.601788,gemini-3-flash-preview,set1,Arsine poisoning,Arsine poisoning (disorder),disorder,Primitive,Poisoning caused by metal and/or metalloid (disorder)|Toxic effect of arsenic and its compounds (disorder),Poisoning (disorder)|Toxic effect of substance (disorder),(none),Arsenic poisoning (disorder)|Toxic effect of arsenic (disorder)|Toxic effect of arsenic trioxide (disorder)|Poisoning caused by antimony and/or its compounds (disorder)|Poisoning caused by beryllium and/or its compounds (disorder)|Poisoning caused by bismuth and/or its compounds (disorder)
2026-03-05T09:50:51.974368,gemini-3-flash-preview,set1,Continuous flow apneic ventilation,Continuous flow apneic ventilation (procedure),procedure,Primitive,Apneic oxygenation (procedure),Artificial respiration (procedure),None,Apneic oxygenation via bronchoscope (procedure)|Apneic oxygenation via endotracheal tube (procedure)|Insufflation of oxygen into trachea (procedure)
2026-03-05T09:51:02.661005,gemini-3-flash-preview,set1,Extension Namespace {1000164},Extension namespace {1000164} (foundation metadata concept),foundation metadata concept,Primitive,Extension namespace (foundation metadata concept),Namespace identifier (foundation metadata concept),None,Extension namespace {1000000} (foundation metadata concept)|Extension namespace {1000001} (foundation metadata concept)|Extension namespace {1000119} (foundation metadata concept)|Extension namespace {1000120} (foundation metadata concept)|Extension namespace {1000121} (foundation metadata concept)|Extension namespace {1000124} (foundation metadata concept)|Extension namespace {1000132} (foundation metadata concept)
