timestamp,model,prompt_set,concept_term,B1_official_name,B2_kind,B3_category_type,B4_immediate_broader,B5_grandparents,B6_immediate_narrower,B7_peer_terms
2026-03-05T11:44:06.953831,gemini-3-flash-preview,set2,Arthroscopic release of capsule of hip joint,Arthroscopic release of capsule of hip joint (procedure),Procedure,Fully defined,Arthroscopic release of joint capsule|Release of capsule of hip joint|Arthroscopic procedure on hip joint,Arthroscopic procedure on joint|Release of joint capsule|Procedure on hip joint|Surgical capsulectomy,None,Arthroscopic release of capsule of knee joint|Arthroscopic release of capsule of shoulder joint|Open release of capsule of hip joint|Arthroscopic synovectomy of hip joint
2026-03-05T11:44:11.561910,gemini-3-flash-preview,set2,Traumatic joint hemarthrosis,Traumatic hemarthrosis of joint,Injury or Poisoning,Fully defined,Hemarthrosis|Traumatic injury of joint,Joint finding|Injury of musculoskeletal system|Hemorrhage,Traumatic hemarthrosis of knee|Traumatic hemarthrosis of elbow|Traumatic hemarthrosis of ankle|Traumatic hemarthrosis of shoulder,Traumatic joint effusion|Nontraumatic hemarthrosis|Traumatic joint dislocation|Traumatic joint subluxation
2026-03-05T11:44:19.571755,gemini-3-flash-preview,set2,Long QT syndrome caused by drug,Drug-induced long QT syndrome,Disease or Syndrome,Fully defined,Acquired long QT syndrome|Drug-induced cardiac arrhythmia,Long QT syndrome|Cardiac arrhythmia|Drug-induced cardiovascular disorder,Long QT syndrome caused by amiodarone|Long QT syndrome caused by sotalol|Long QT syndrome caused by methadone,Electrolyte-induced long QT syndrome|Drug-induced bradycardia|Drug-induced premature ventricular contractions
2026-03-05T11:44:31.103773,gemini-3-flash-preview,set2,Neocoger mucronatus,Neoconger mucronatus,Biological species,Fully defined,Neoconger (genus),Moringuidae (family),None,Neoconger tuberculatus|Neoconger vermiformis
2026-03-05T11:44:39.688267,gemini-3-flash-preview,set2,Product containing bismuth subsalicylate and metronidazole and tetracycline,"Product containing bismuth subsalicylate, metronidazole, and tetracycline",Medicinal product,Fully defined,Product containing bismuth|Product containing metronidazole|Product containing tetracycline,Metal-containing product|Nitroimidazole-derivative product|Tetracycline-group antibiotic product,Helidac capsule and tablet therapy pack,"Product containing bismuth subcitrate potassium, metronidazole, and tetracycline|Product containing amoxicillin, clarithromycin, and lansoprazole|Product containing amoxicillin, clarithromycin, and omeprazole"
2026-03-05T11:44:47.432619,gemini-3-flash-preview,set2,Pulmonary artery pressure,Pulmonary artery pressure,Clinical Attribute,Primitive,,,Mean pulmonary artery pressure|Systolic pulmonary artery pressure|Diastolic pulmonary artery pressure,Pulmonary venous pressure|Pulmonary capillary pressure
2026-03-05T11:44:54.159140,gemini-3-flash-preview,set2,Arthroscopy of shoulder with complete synovectomy,Arthroscopic complete synovectomy of shoulder joint,Procedure,Fully defined,Arthroscopic synovectomy of shoulder joint|Complete synovectomy of shoulder joint,Synovectomy of shoulder joint|Arthroscopy of shoulder|Arthroscopic synovectomy,Arthroscopic complete synovectomy of left shoulder joint|Arthroscopic complete synovectomy of right shoulder joint,Arthroscopic partial synovectomy of shoulder joint|Open complete synovectomy of shoulder joint|Arthroscopic complete synovectomy of elbow joint|Arthroscopic complete synovectomy of knee joint
2026-03-05T11:44:58.257389,gemini-3-flash-preview,set2,beta-Aminoisobutyrate measurement,Measurement of beta-aminoisobutyrate,Laboratory procedure,Fully defined,,,Measurement of beta-aminoisobutyrate in urine|Measurement of beta-aminoisobutyrate in serum,Alpha-aminobutyrate measurement|Beta-alanine measurement|Gamma-aminobutyrate measurement|Valine measurement
2026-03-05T11:45:06.227836,gemini-3-flash-preview,set2,Injury of thymus gland,Injury of thymus,Clinical finding,Primitive,Injury of mediastinal structure|Thymus finding,Injury of chest|Mediastinal structure finding,Contusion of thymus|Laceration of thymus,Injury of heart|Injury of esophagus|Injury of trachea|Injury of thoracic duct|Injury of great vessel of thorax
2026-03-05T11:45:22.626104,gemini-3-flash-preview,set2,Finding related to ability to balance,Finding of ability to balance,Clinical finding,Primitive,,,Ability to balance|Difficulty balancing|Loss of balance|Unsteady when standing,Finding of coordination|Finding of gait|Finding of muscle tone|Finding of movement|Finding of posture
2026-03-05T11:45:31.945573,gemini-3-flash-preview,set2,"Porphyrins, quantitation and fractionation, urine","Porphyrins, fractionation and quantitation, urine",Laboratory procedure,Fully defined,Porphyrin measurement|Urine chemical analysis,Laboratory procedure|Diagnostic procedure,"Uroporphyrin, urine|Coproporphyrin, urine|Heptacarboxylporphyrin, urine|Hexacarboxylporphyrin, urine|Pentacarboxylporphyrin, urine","Porphobilinogen, quantitative, urine|Delta-aminolevulinic acid, urine|Porphyrins, total, urine|Porphyrins, whole blood"
2026-03-05T11:45:41.674998,gemini-3-flash-preview,set2,Trichostrongylus retortaeformis,"*Trichostrongylus retortaeformis* (Zeder, 1800) Looss, 1905",Organism,Fully defined,Genus *Trichostrongylus*,Family Trichostrongylidae,None,*Trichostrongylus axei*|*Trichostrongylus colubriformis*|*Trichostrongylus vitrinus*|*Trichostrongylus orientalis*|*Trichostrongylus capricola*
2026-03-05T11:45:45.359327,gemini-3-flash-preview,set2,Extrinsic motivation,Extrinsic motivation,Psychological construct,Fully defined,,,External regulation|Introjected regulation|Identified regulation|Integrated regulation,Intrinsic motivation|Amotivation
2026-03-05T11:45:51.605972,gemini-3-flash-preview,set2,Duodenal candidosis,Candidiasis of duodenum,Disease,Fully defined,Candidiasis of digestive system|Duodenal disease,Candidiasis|Small intestinal disease|Mycosis|Disorder of digestive system,None,Candidiasis of esophagus|Candidiasis of stomach|Candidiasis of small intestine|Candidiasis of large intestine|Candidiasis of mouth|Candidiasis of anus
2026-03-05T11:45:57.663570,gemini-3-flash-preview,set2,Take impression for lower removable orthodontic appliance,Impression for lower removable orthodontic appliance,Healthcare procedure,Primitive,Impression for removable orthodontic appliance|Taking impression for orthodontic appliance|Dental impression of lower jaw,Orthodontic procedure|Dental impression|Procedure on mandible,Taking impression for mandibular orthodontic retainer|Taking impression for mandibular functional appliance|Taking impression for mandibular orthodontic expander,Take impression for upper removable orthodontic appliance|Take impression for lower fixed orthodontic appliance|Take impression for lower orthodontic study model
2026-03-05T11:46:09.565290,gemini-3-flash-preview,set2,Primary basal cell carcinoma of skin of left foot,Primary basal cell carcinoma of skin of left foot,Disease,Fully defined,Basal cell carcinoma of skin of foot|Primary basal cell carcinoma of skin of lower limb,Basal cell carcinoma of skin|Malignant neoplasm of skin of foot,None,Primary basal cell carcinoma of skin of right foot|Primary squamous cell carcinoma of skin of left foot|Primary malignant melanoma of skin of left foot
2026-03-05T11:46:18.494838,gemini-3-flash-preview,set2,Rigid ankle-foot orthosis,Rigid ankle foot orthosis,Medical device,Fully defined,,,Solid ankle-foot orthosis|Custom-molded rigid ankle-foot orthosis,Flexible ankle foot orthosis|Semi-rigid ankle foot orthosis|Hinged ankle foot orthosis
2026-03-05T11:46:25.613469,gemini-3-flash-preview,set2,"Closed fracture thumb proximal phalanx, head",Closed fracture of head of proximal phalanx of thumb,Clinical finding,Fully defined,Fracture of head of proximal phalanx of thumb|Closed fracture of proximal phalanx of thumb,Fracture of proximal phalanx of thumb|Closed fracture of thumb|Fracture of head of phalanx of hand,Displaced closed fracture of head of proximal phalanx of thumb|Nondisplaced closed fracture of head of proximal phalanx of thumb,Closed fracture of shaft of proximal phalanx of thumb|Closed fracture of base of proximal phalanx of thumb|Open fracture of head of proximal phalanx of thumb
2026-03-05T11:46:31.342032,gemini-3-flash-preview,set2,Acute suppuration of maxillary sinus,Acute suppurative maxillary sinusitis,Disease / Clinical finding,Fully defined,Acute maxillary sinusitis|Suppurative sinusitis,Maxillary sinusitis|Acute sinusitis|Sinusitis,Acute recurrent suppurative maxillary sinusitis,Acute suppurative frontal sinusitis|Acute suppurative ethmoidal sinusitis|Acute suppurative sphenoidal sinusitis
2026-03-05T11:46:41.864662,gemini-3-flash-preview,set2,Dodecenoyl-coenzyme A delta-isomerase,Dodecenoyl-CoA delta-isomerase,Enzyme,Fully defined,,,Enoyl-CoA isomerase 1|Enoyl-CoA isomerase 2,Vinylacetyl-CoA delta-isomerase|Muconolactone delta-isomerase|Methylitaconate delta-isomerase
2026-03-05T11:46:57.452292,gemini-3-flash-preview,set2,Entire lymphatic vessel of orbit,Lymphatic vessel of orbit structure,Body structure,Primitive,Lymphatic vessel of head structure|Structure of orbit,Lymphatic vessel of head and neck structure|Structure of head,Lymphatic vessel of conjunctiva|Lymphatic vessel of lacrimal gland,Lymphatic vessel of face structure|Lymphatic vessel of scalp structure|Artery of orbit|Vein of orbit
2026-03-05T11:47:04.389819,gemini-3-flash-preview,set2,Blood group antigen Wallin,Wallin blood group antigen,Substance,Primitive,,,,D blood group antigen|C blood group antigen|c blood group antigen|E blood group antigen|e blood group antigen|Crawford blood group antigen|Evans blood group antigen|Duclos blood group antigen
2026-03-05T11:47:11.968168,gemini-3-flash-preview,set2,Corynebacterium species not Corynebacterium jeikeium,Corynebacterium species excluding Corynebacterium jeikeium (organism),Organism,Primitive,Genus Corynebacterium (organism),Family Corynebacteriaceae (organism),None,Corynebacterium jeikeium (organism)|Corynebacterium diphtheriae (organism)|Corynebacterium xerosis (organism)|Corynebacterium pseudotuberculosis (organism)|Corynebacterium striatum (organism)
2026-03-05T11:47:17.398868,gemini-3-flash-preview,set2,Nocardioides terrae,*Nocardioides terrae*,Bacterium,Primitive,*Nocardioides*,Nocardioidaceae,None,*Nocardioides albus*|*Nocardioides jensenii*|*Nocardioides luteus*|*Nocardioides sediminis*|*Nocardioides pyridinolyticus*
2026-03-05T11:47:28.579063,gemini-3-flash-preview,set2,Lactobacillus rhamnosus GG,*Lacticaseibacillus rhamnosus* GG,Bacterium,Fully defined,*Lacticaseibacillus rhamnosus*,*Lacticaseibacillus*,None,*Lacticaseibacillus rhamnosus* HN001|*Lacticaseibacillus rhamnosus* GR-1|*Lacticaseibacillus rhamnosus* LR-32
2026-03-05T11:47:39.233278,gemini-3-flash-preview,set2,Pain of breast,Mastodynia,Finding,Primitive,Breast symptom|Pain of trunk,Finding of breast|Finding of trunk,Cyclical breast pain|Non-cyclical breast pain|Nipple pain,Breast mass|Nipple discharge|Breast swelling
2026-03-05T11:47:47.421609,gemini-3-flash-preview,set2,Structure of left cochlear,Structure of left cochlea,Body structure,Fully defined,Cochlear structure|Structure of left internal ear,Inner ear structure|Structure of left ear,Structure of duct of left cochlea|Structure of left scala tympani|Structure of left scala vestibuli|Left spiral organ of Corti,Right cochlea|Structure of left vestibule of ear|Structure of left semicircular canal
2026-03-05T11:47:57.559503,gemini-3-flash-preview,set2,Decreased active range of hip flexion,Decreased active range of hip flexion,Clinical finding,Primitive,Decreased active range of hip motion|Decreased range of hip flexion,Finding of hip joint function|Decreased range of hip motion|Decreased active range of joint motion,Decreased active range of right hip flexion|Decreased active range of left hip flexion,Decreased active range of hip extension|Decreased active range of hip abduction|Decreased active range of hip adduction|Decreased active range of hip internal rotation|Decreased active range of hip external rotation
